origin,destination,airline,date,price,days_until_departure
VCS,SGN,VN,2025-05-18,701,-1
VCS,VCA,VN,2025-05-18,818,-1
VDH,HAN,VN,2025-05-18,246,-1
VDH,SGN,VN,2025-05-18,785,-1
VII,DAD,VN,2025-05-18,473,-1
VII,HAN,VN,2025-05-18,563,-1
VII,SGN,VN,2025-05-18,409,-1
VII,VTE,VN,2025-05-18,890,-1
VKG,SGN,VN,2025-05-18,579,-1
VTE,HAN,VN,2025-05-18,986,-1
VTE,PNH,VN,2025-05-18,513,-1
VTE,VII,VN,2025-05-18,1005,-1
WNZ,DAD,VN,2025-05-18,681,-1
XMN,DAD,VN,2025-05-18,1055,-1
CGP,DAC,VQ,2025-05-18,673,-1
CXB,DAC,VQ,2025-05-18,988,-1
DAC,CGP,VQ,2025-05-18,1156,-1
DAC,CXB,VQ,2025-05-18,209,-1
DAC,JSR,VQ,2025-05-18,962,-1
DAC,ZYL,VQ,2025-05-18,1085,-1
JSR,DAC,VQ,2025-05-18,745,-1
ZYL,DAC,VQ,2025-05-18,994,-1
AMS,VXE,VR,2025-05-18,105,-1
BOS,RAI,VR,2025-05-18,358,-1
BVC,LIS,VR,2025-05-18,1112,-1
BVC,RAI,VR,2025-05-18,165,-1
BVC,SID,VR,2025-05-18,696,-1
CDG,RAI,VR,2025-05-18,951,-1
CDG,VXE,VR,2025-05-18,322,-1
DKR,RAI,VR,2025-05-18,625,-1
FOR,RAI,VR,2025-05-18,323,-1
LIS,BVC,VR,2025-05-18,632,-1
LIS,RAI,VR,2025-05-18,296,-1
LIS,SID,VR,2025-05-18,673,-1
LIS,VXE,VR,2025-05-18,633,-1
MMO,RAI,VR,2025-05-18,1189,-1
RAI,BOS,VR,2025-05-18,435,-1
RAI,BVC,VR,2025-05-18,543,-1
RAI,CDG,VR,2025-05-18,497,-1
RAI,DKR,VR,2025-05-18,323,-1
RAI,FOR,VR,2025-05-18,477,-1
RAI,LIS,VR,2025-05-18,899,-1
RAI,MMO,VR,2025-05-18,1045,-1
RAI,SFL,VR,2025-05-18,340,-1
RAI,SID,VR,2025-05-18,562,-1
RAI,VXE,VR,2025-05-18,422,-1
SFL,RAI,VR,2025-05-18,896,-1
SID,AMS,VR,2025-05-18,238,-1
SID,BVC,VR,2025-05-18,596,-1
SID,CDG,VR,2025-05-18,904,-1
SID,LIS,VR,2025-05-18,682,-1
SID,RAI,VR,2025-05-18,485,-1
SID,SNE,VR,2025-05-18,803,-1
SID,VXE,VR,2025-05-18,1016,-1
SNE,SID,VR,2025-05-18,1158,-1
SNE,VXE,VR,2025-05-18,201,-1
VXE,LIS,VR,2025-05-18,750,-1
VXE,RAI,VR,2025-05-18,742,-1
VXE,SID,VR,2025-05-18,877,-1
VXE,SNE,VR,2025-05-18,1162,-1
ABQ,ATL,VS,2025-05-18,300,-1
ABZ,LHR,VS,2025-05-18,315,-1
ANU,LGW,VS,2025-05-18,818,-1
ANU,UVF,VS,2025-05-18,583,-1
ATL,ABQ,VS,2025-05-18,290,-1
ATL,AUS,VS,2025-05-18,980,-1
ATL,BHM,VS,2025-05-18,985,-1
ATL,BNA,VS,2025-05-18,557,-1
ATL,BOS,VS,2025-05-18,776,-1
ATL,CHS,VS,2025-05-18,665,-1
ATL,CLT,VS,2025-05-18,139,-1
ATL,CUN,VS,2025-05-18,804,-1
ATL,CVG,VS,2025-05-18,649,-1
ATL,DAL,VS,2025-05-18,1040,-1
ATL,DEN,VS,2025-05-18,479,-1
ATL,DFW,VS,2025-05-18,918,-1
ATL,DTW,VS,2025-05-18,951,-1
ATL,EWR,VS,2025-05-18,297,-1
ATL,FLL,VS,2025-05-18,500,-1
ATL,GDL,VS,2025-05-18,830,-1
ATL,HOU,VS,2025-05-18,679,-1
ATL,IAD,VS,2025-05-18,1125,-1
ATL,IAH,VS,2025-05-18,640,-1
ATL,IND,VS,2025-05-18,1090,-1
ATL,JAX,VS,2025-05-18,699,-1
ATL,JFK,VS,2025-05-18,516,-1
ATL,LAS,VS,2025-05-18,664,-1
ATL,LAX,VS,2025-05-18,612,-1
ATL,LHR,VS,2025-05-18,484,-1
ATL,MAN,VS,2025-05-18,348,-1
ATL,MCI,VS,2025-05-18,191,-1
ATL,MCO,VS,2025-05-18,874,-1
ATL,MEM,VS,2025-05-18,1042,-1
ATL,MEX,VS,2025-05-18,951,-1
ATL,MIA,VS,2025-05-18,383,-1
ATL,MSY,VS,2025-05-18,861,-1
ATL,MTY,VS,2025-05-18,825,-1
ATL,OKC,VS,2025-05-18,333,-1
ATL,ORD,VS,2025-05-18,1167,-1
ATL,PBI,VS,2025-05-18,544,-1
ATL,PHX,VS,2025-05-18,520,-1
ATL,PNS,VS,2025-05-18,166,-1
ATL,RDU,VS,2025-05-18,121,-1
ATL,RSW,VS,2025-05-18,941,-1
ATL,SAN,VS,2025-05-18,472,-1
ATL,SAT,VS,2025-05-18,502,-1
ATL,SAV,VS,2025-05-18,518,-1
ATL,SDF,VS,2025-05-18,346,-1
ATL,SFO,VS,2025-05-18,828,-1
ATL,SJC,VS,2025-05-18,811,-1
ATL,SJU,VS,2025-05-18,1126,-1
ATL,SMF,VS,2025-05-18,1180,-1
ATL,SRQ,VS,2025-05-18,483,-1
ATL,STL,VS,2025-05-18,414,-1
ATL,TPA,VS,2025-05-18,342,-1
ATL,TUL,VS,2025-05-18,220,-1
ATL,TUS,VS,2025-05-18,398,-1
AUS,ATL,VS,2025-05-18,379,-1
BGI,LGW,VS,2025-05-18,845,-1
BGI,MAN,VS,2025-05-18,762,-1
BHM,ATL,VS,2025-05-18,1095,-1
BNA,ATL,VS,2025-05-18,629,-1
BOM,LHR,VS,2025-05-18,853,-1
BOS,ATL,VS,2025-05-18,1140,-1
BOS,LHR,VS,2025-05-18,852,-1
CHS,ATL,VS,2025-05-18,118,-1
CLT,ATL,VS,2025-05-18,804,-1
CUN,ATL,VS,2025-05-18,989,-1
CUN,LGW,VS,2025-05-18,271,-1
CVG,ATL,VS,2025-05-18,706,-1
DAL,ATL,VS,2025-05-18,141,-1
DEL,LHR,VS,2025-05-18,500,-1
DEN,ATL,VS,2025-05-18,924,-1
DFW,ATL,VS,2025-05-18,1157,-1
DTW,ATL,VS,2025-05-18,154,-1
DTW,LHR,VS,2025-05-18,797,-1
DXB,LHR,VS,2025-05-18,334,-1
EDI,LHR,VS,2025-05-18,528,-1
EWR,ATL,VS,2025-05-18,371,-1
EWR,LHR,VS,2025-05-18,868,-1
FLL,ATL,VS,2025-05-18,208,-1
GDL,ATL,VS,2025-05-18,603,-1
GLA,MCO,VS,2025-05-18,676,-1
GND,UVF,VS,2025-05-18,656,-1
HAV,LGW,VS,2025-05-18,461,-1
HKG,LHR,VS,2025-05-18,481,-1
HND,LHR,VS,2025-05-18,161,-1
HOU,ATL,VS,2025-05-18,229,-1
IAD,ATL,VS,2025-05-18,509,-1
IAD,LHR,VS,2025-05-18,835,-1
IAH,ATL,VS,2025-05-18,904,-1
IND,ATL,VS,2025-05-18,620,-1
JAX,ATL,VS,2025-05-18,556,-1
JFK,ATL,VS,2025-05-18,293,-1
JFK,LHR,VS,2025-05-18,229,-1
JFK,MSY,VS,2025-05-18,570,-1
JNB,LHR,VS,2025-05-18,602,-1
LAS,ATL,VS,2025-05-18,558,-1
LAS,LGW,VS,2025-05-18,131,-1
LAS,MAN,VS,2025-05-18,1081,-1
LAX,ATL,VS,2025-05-18,122,-1
LAX,LHR,VS,2025-05-18,1057,-1
LGW,ANU,VS,2025-05-18,1158,-1
LGW,BGI,VS,2025-05-18,1007,-1
LGW,CUN,VS,2025-05-18,1139,-1
LGW,HAV,VS,2025-05-18,707,-1
LGW,LAS,VS,2025-05-18,935,-1
LGW,MBJ,VS,2025-05-18,651,-1
LGW,MCO,VS,2025-05-18,260,-1
LGW,PEK,VS,2025-05-18,315,-1
LGW,UVF,VS,2025-05-18,516,-1
LHR,ABZ,VS,2025-05-18,806,-1
LHR,ATL,VS,2025-05-18,123,-1
LHR,BOM,VS,2025-05-18,423,-1
LHR,BOS,VS,2025-05-18,253,-1
LHR,DEL,VS,2025-05-18,612,-1
LHR,DTW,VS,2025-05-18,843,-1
LHR,DXB,VS,2025-05-18,544,-1
LHR,EDI,VS,2025-05-18,881,-1
LHR,EWR,VS,2025-05-18,950,-1
LHR,HKG,VS,2025-05-18,223,-1
LHR,HND,VS,2025-05-18,1067,-1
LHR,IAD,VS,2025-05-18,1150,-1
LHR,JFK,VS,2025-05-18,613,-1
LHR,JNB,VS,2025-05-18,358,-1
LHR,LAX,VS,2025-05-18,972,-1
LHR,LOS,VS,2025-05-18,952,-1
LHR,MAN,VS,2025-05-18,918,-1
LHR,MIA,VS,2025-05-18,657,-1
LHR,MSP,VS,2025-05-18,970,-1
LHR,NRT,VS,2025-05-18,273,-1
LHR,ORD,VS,2025-05-18,1052,-1
LHR,PEK,VS,2025-05-18,466,-1
LHR,PVG,VS,2025-05-18,418,-1
LHR,SEA,VS,2025-05-18,387,-1
LHR,SFO,VS,2025-05-18,752,-1
LHR,SIN,VS,2025-05-18,568,-1
LHR,VKO,VS,2025-05-18,821,-1
LOS,LHR,VS,2025-05-18,1148,-1
MAN,ATL,VS,2025-05-18,1180,-1
MAN,BGI,VS,2025-05-18,782,-1
MAN,LAS,VS,2025-05-18,1068,-1
MAN,LHR,VS,2025-05-18,464,-1
MAN,MCO,VS,2025-05-18,972,-1
MAN,MUC,VS,2025-05-18,252,-1
MBJ,LGW,VS,2025-05-18,567,-1
MCI,ATL,VS,2025-05-18,694,-1
MCO,ATL,VS,2025-05-18,158,-1
MCO,GLA,VS,2025-05-18,302,-1
MCO,LGW,VS,2025-05-18,1048,-1
MCO,MAN,VS,2025-05-18,512,-1
MEM,ATL,VS,2025-05-18,120,-1
MEX,ATL,VS,2025-05-18,237,-1
MIA,ATL,VS,2025-05-18,443,-1
MIA,LHR,VS,2025-05-18,556,-1
MSP,LHR,VS,2025-05-18,642,-1
MSY,ATL,VS,2025-05-18,841,-1
MSY,DTW,VS,2025-05-18,527,-1
MSY,JFK,VS,2025-05-18,1112,-1
MTY,ATL,VS,2025-05-18,719,-1
MUC,MAN,VS,2025-05-18,671,-1
MUC,SIN,VS,2025-05-18,433,-1
NRT,LHR,VS,2025-05-18,1137,-1
OKC,ATL,VS,2025-05-18,436,-1
ORD,ATL,VS,2025-05-18,722,-1
ORD,LHR,VS,2025-05-18,875,-1
PBI,ATL,VS,2025-05-18,461,-1
PEK,LGW,VS,2025-05-18,907,-1
PEK,LHR,VS,2025-05-18,420,-1
PHX,ATL,VS,2025-05-18,361,-1
PNS,ATL,VS,2025-05-18,250,-1
PVG,LHR,VS,2025-05-18,1180,-1
RDU,ATL,VS,2025-05-18,520,-1
RSW,ATL,VS,2025-05-18,298,-1
SAN,ATL,VS,2025-05-18,1174,-1
SAT,ATL,VS,2025-05-18,737,-1
SAV,ATL,VS,2025-05-18,615,-1
SDF,ATL,VS,2025-05-18,182,-1
SEA,LHR,VS,2025-05-18,399,-1
SFO,ATL,VS,2025-05-18,1026,-1
SFO,LHR,VS,2025-05-18,168,-1
SIN,LHR,VS,2025-05-18,813,-1
SIN,MUC,VS,2025-05-18,854,-1
SJU,ATL,VS,2025-05-18,303,-1
SMF,ATL,VS,2025-05-18,727,-1
SRQ,ATL,VS,2025-05-18,501,-1
STL,ATL,VS,2025-05-18,339,-1
SYD,HKG,VS,2025-05-18,1103,-1
TPA,ATL,VS,2025-05-18,747,-1
TUL,ATL,VS,2025-05-18,623,-1
TUS,ATL,VS,2025-05-18,987,-1
UVF,ANU,VS,2025-05-18,296,-1
UVF,GND,VS,2025-05-18,1039,-1
UVF,LGW,VS,2025-05-18,230,-1
VKO,LHR,VS,2025-05-18,447,-1
AHE,PPT,VT,2025-05-18,680,-1
AHE,XMH,VT,2025-05-18,647,-1
AUQ,NHV,VT,2025-05-18,317,-1
AUQ,PPT,VT,2025-05-18,336,-1
AUQ,UAH,VT,2025-05-18,230,-1
AUQ,UAP,VT,2025-05-18,543,-1
AXR,KKR,VT,2025-05-18,398,-1
BOB,HUH,VT,2025-05-18,906,-1
BOB,MAU,VT,2025-05-18,1039,-1
BOB,MOZ,VT,2025-05-18,384,-1
BOB,PPT,VT,2025-05-18,238,-1
BOB,RFP,VT,2025-05-18,655,-1
BOB,RGI,VT,2025-05-18,177,-1
BOB,TIH,VT,2025-05-18,929,-1
FAV,PPT,VT,2025-05-18,326,-1
FAV,RGI,VT,2025-05-18,458,-1
GMR,PPT,VT,2025-05-18,836,-1
HOI,GMR,VT,2025-05-18,1110,-1
HOI,MKP,VT,2025-05-18,1171,-1
HUH,BOB,VT,2025-05-18,1177,-1
HUH,MOZ,VT,2025-05-18,998,-1
HUH,PPT,VT,2025-05-18,419,-1
HUH,RFP,VT,2025-05-18,1140,-1
KHZ,KXU,VT,2025-05-18,569,-1
KKR,PPT,VT,2025-05-18,189,-1
KXU,PPT,VT,2025-05-18,1019,-1
MAU,BOB,VT,2025-05-18,338,-1
MAU,PPT,VT,2025-05-18,909,-1
MAU,RFP,VT,2025-05-18,605,-1
MKP,PPT,VT,2025-05-18,340,-1
MOZ,BOB,VT,2025-05-18,913,-1
MOZ,HUH,VT,2025-05-18,399,-1
MOZ,PPT,VT,2025-05-18,299,-1
MOZ,RFP,VT,2025-05-18,935,-1
MVT,PPT,VT,2025-05-18,369,-1
MVT,RGI,VT,2025-05-18,278,-1
NHV,AUQ,VT,2025-05-18,822,-1
NHV,PPT,VT,2025-05-18,1174,-1
NHV,UAH,VT,2025-05-18,190,-1
NHV,UAP,VT,2025-05-18,204,-1
PPT,AHE,VT,2025-05-18,1106,-1
PPT,AUQ,VT,2025-05-18,1087,-1
PPT,AXR,VT,2025-05-18,600,-1
PPT,BOB,VT,2025-05-18,1085,-1
PPT,FAV,VT,2025-05-18,558,-1
PPT,HOI,VT,2025-05-18,895,-1
PPT,HUH,VT,2025-05-18,374,-1
PPT,MAU,VT,2025-05-18,633,-1
PPT,MOZ,VT,2025-05-18,428,-1
PPT,MVT,VT,2025-05-18,786,-1
PPT,NHV,VT,2025-05-18,595,-1
PPT,RAR,VT,2025-05-18,914,-1
PPT,RFP,VT,2025-05-18,162,-1
PPT,RGI,VT,2025-05-18,784,-1
PPT,RKA,VT,2025-05-18,670,-1
PPT,RMT,VT,2025-05-18,320,-1
PPT,RUR,VT,2025-05-18,888,-1
PPT,RVV,VT,2025-05-18,481,-1
PPT,TIH,VT,2025-05-18,1132,-1
PPT,TKX,VT,2025-05-18,719,-1
PPT,TUB,VT,2025-05-18,870,-1
PPT,XMH,VT,2025-05-18,279,-1
RAR,PPT,VT,2025-05-18,1163,-1
RFP,BOB,VT,2025-05-18,227,-1
RFP,HUH,VT,2025-05-18,322,-1
RFP,MAU,VT,2025-05-18,652,-1
RFP,PPT,VT,2025-05-18,400,-1
RGI,FAV,VT,2025-05-18,291,-1
RGI,MVT,VT,2025-05-18,415,-1
RGI,PPT,VT,2025-05-18,877,-1
RGI,TIH,VT,2025-05-18,1154,-1
RGI,XMH,VT,2025-05-18,969,-1
RKA,KHZ,VT,2025-05-18,546,-1
RMT,PPT,VT,2025-05-18,806,-1
RMT,RUR,VT,2025-05-18,859,-1
RUR,PPT,VT,2025-05-18,315,-1
RUR,RMT,VT,2025-05-18,320,-1
RVV,PPT,VT,2025-05-18,478,-1
RVV,TUB,VT,2025-05-18,1106,-1
TIH,PPT,VT,2025-05-18,986,-1
TIH,RGI,VT,2025-05-18,181,-1
TKP,TKX,VT,2025-05-18,504,-1
TKX,AHE,VT,2025-05-18,1012,-1
TKX,PPT,VT,2025-05-18,418,-1
TKX,TKP,VT,2025-05-18,646,-1
TUB,PPT,VT,2025-05-18,327,-1
TUB,RUR,VT,2025-05-18,654,-1
TUB,RVV,VT,2025-05-18,227,-1
UAH,AUQ,VT,2025-05-18,1028,-1
UAH,NHV,VT,2025-05-18,247,-1
UAH,UAP,VT,2025-05-18,521,-1
UAP,AUQ,VT,2025-05-18,256,-1
UAP,NHV,VT,2025-05-18,407,-1
UAP,UAH,VT,2025-05-18,208,-1
XMH,AHE,VT,2025-05-18,1015,-1
XMH,PPT,VT,2025-05-18,707,-1
XMH,RGI,VT,2025-05-18,1185,-1
ACA,MEX,VW,2025-05-18,482,-1
AUS,MEX,VW,2025-05-18,902,-1
CLQ,MEX,VW,2025-05-18,604,-1
CVM,MEX,VW,2025-05-18,338,-1
DGO,MEX,VW,2025-05-18,811,-1
JAL,MEX,VW,2025-05-18,707,-1
LZC,MEX,VW,2025-05-18,381,-1
MAM,MEX,VW,2025-05-18,221,-1
MEX,ACA,VW,2025-05-18,604,-1
MEX,AUS,VW,2025-05-18,377,-1
MEX,CLQ,VW,2025-05-18,955,-1
MEX,CVM,VW,2025-05-18,283,-1
MEX,DGO,VW,2025-05-18,722,-1
MEX,JAL,VW,2025-05-18,530,-1
MEX,LZC,VW,2025-05-18,834,-1
MEX,MAM,VW,2025-05-18,590,-1
MEX,MFE,VW,2025-05-18,909,-1
MEX,MLM,VW,2025-05-18,826,-1
MEX,PAZ,VW,2025-05-18,795,-1
MEX,PDS,VW,2025-05-18,1187,-1
MEX,PXM,VW,2025-05-18,471,-1
MEX,SLP,VW,2025-05-18,414,-1
MEX,TPQ,VW,2025-05-18,1008,-1
MEX,VER,VW,2025-05-18,1048,-1
MEX,ZIH,VW,2025-05-18,754,-1
MEX,ZLO,VW,2025-05-18,145,-1
MFE,MEX,VW,2025-05-18,1000,-1
MFE,SLP,VW,2025-05-18,500,-1
MLM,MEX,VW,2025-05-18,480,-1
PAZ,MEX,VW,2025-05-18,771,-1
PAZ,REX,VW,2025-05-18,157,-1
PAZ,VSA,VW,2025-05-18,550,-1
PDS,MEX,VW,2025-05-18,669,-1
PXM,MEX,VW,2025-05-18,841,-1
REX,PAZ,VW,2025-05-18,1151,-1
SLP,MEX,VW,2025-05-18,330,-1
SLP,MFE,VW,2025-05-18,357,-1
TPQ,MEX,VW,2025-05-18,632,-1
VER,MEX,VW,2025-05-18,1022,-1
VSA,PAZ,VW,2025-05-18,1140,-1
ZIH,MEX,VW,2025-05-18,955,-1
ZLO,MEX,VW,2025-05-18,1048,-1
AUS,SFO,VX,2025-05-18,819,-1
BOS,LAX,VX,2025-05-18,310,-1
BOS,SFO,VX,2025-05-18,507,-1
CUN,LAX,VX,2025-05-18,788,-1
CUN,SFO,VX,2025-05-18,305,-1
DCA,SFO,VX,2025-05-18,1118,-1
DFW,LAX,VX,2025-05-18,127,-1
DFW,SFO,VX,2025-05-18,820,-1
EWR,LAX,VX,2025-05-18,195,-1
EWR,SFO,VX,2025-05-18,379,-1
FLL,LAX,VX,2025-05-18,369,-1
FLL,SFO,VX,2025-05-18,608,-1
IAD,LAX,VX,2025-05-18,1109,-1
IAD,SFO,VX,2025-05-18,462,-1
JFK,LAS,VX,2025-05-18,745,-1
JFK,LAX,VX,2025-05-18,756,-1
JFK,SFO,VX,2025-05-18,703,-1
LAS,JFK,VX,2025-05-18,1184,-1
LAS,LAX,VX,2025-05-18,392,-1
LAS,SFO,VX,2025-05-18,566,-1
LAX,BOS,VX,2025-05-18,133,-1
LAX,CUN,VX,2025-05-18,160,-1
LAX,DFW,VX,2025-05-18,228,-1
LAX,EWR,VX,2025-05-18,907,-1
LAX,FLL,VX,2025-05-18,832,-1
LAX,IAD,VX,2025-05-18,351,-1
LAX,JFK,VX,2025-05-18,595,-1
LAX,LAS,VX,2025-05-18,644,-1
LAX,MCO,VX,2025-05-18,1031,-1
LAX,ORD,VX,2025-05-18,403,-1
LAX,PHL,VX,2025-05-18,167,-1
LAX,SEA,VX,2025-05-18,248,-1
LAX,SFO,VX,2025-05-18,1161,-1
LAX,SJC,VX,2025-05-18,765,-1
MCO,LAX,VX,2025-05-18,798,-1
MCO,SFO,VX,2025-05-18,782,-1
ORD,LAX,VX,2025-05-18,206,-1
ORD,SFO,VX,2025-05-18,797,-1
PDX,SFO,VX,2025-05-18,539,-1
PHL,LAX,VX,2025-05-18,1097,-1
PHL,SFO,VX,2025-05-18,306,-1
PVR,SFO,VX,2025-05-18,184,-1
SAN,SFO,VX,2025-05-18,397,-1
SEA,LAX,VX,2025-05-18,740,-1
SEA,SFO,VX,2025-05-18,620,-1
SFO,AUS,VX,2025-05-18,931,-1
SFO,BOS,VX,2025-05-18,599,-1
SFO,CUN,VX,2025-05-18,610,-1
SFO,DCA,VX,2025-05-18,390,-1
SFO,DFW,VX,2025-05-18,138,-1
SFO,EWR,VX,2025-05-18,360,-1
SFO,FLL,VX,2025-05-18,423,-1
SFO,IAD,VX,2025-05-18,843,-1
SFO,JFK,VX,2025-05-18,415,-1
SFO,LAS,VX,2025-05-18,816,-1
SFO,LAX,VX,2025-05-18,396,-1
SFO,MCO,VX,2025-05-18,1080,-1
SFO,ORD,VX,2025-05-18,960,-1
SFO,PDX,VX,2025-05-18,261,-1
SFO,PHL,VX,2025-05-18,770,-1
SFO,PVR,VX,2025-05-18,223,-1
SFO,SAN,VX,2025-05-18,1048,-1
SFO,SEA,VX,2025-05-18,591,-1
SFO,SJD,VX,2025-05-18,131,-1
SJC,LAX,VX,2025-05-18,488,-1
SJD,SFO,VX,2025-05-18,595,-1
AAL,BCN,VY,2025-05-18,936,-1
ACE,BCN,VY,2025-05-18,908,-1
ACE,BIO,VY,2025-05-18,172,-1
AGP,AMS,VY,2025-05-18,1147,-1
AGP,BCN,VY,2025-05-18,620,-1
AGP,BIO,VY,2025-05-18,863,-1
AGP,BRU,VY,2025-05-18,1081,-1
AGP,CPH,VY,2025-05-18,913,-1
AGP,CWL,VY,2025-05-18,1028,-1
AGP,DME,VY,2025-05-18,786,-1
AGP,FCO,VY,2025-05-18,882,-1
AGP,HAJ,VY,2025-05-18,413,-1
AGP,HAM,VY,2025-05-18,319,-1
AGP,LPA,VY,2025-05-18,739,-1
AGP,LYS,VY,2025-05-18,209,-1
AGP,MUC,VY,2025-05-18,734,-1
AGP,NTE,VY,2025-05-18,780,-1
AGP,ORY,VY,2025-05-18,111,-1
AGP,OVD,VY,2025-05-18,1028,-1
AGP,PMI,VY,2025-05-18,761,-1
AGP,SCQ,VY,2025-05-18,983,-1
AGP,TFN,VY,2025-05-18,658,-1
AGP,TLS,VY,2025-05-18,425,-1
ALC,AMS,VY,2025-05-18,1161,-1
ALC,BCN,VY,2025-05-18,1112,-1
ALC,BIO,VY,2025-05-18,383,-1
ALC,BRU,VY,2025-05-18,131,-1
ALC,CPH,VY,2025-05-18,1037,-1
ALC,CWL,VY,2025-05-18,589,-1
ALC,DME,VY,2025-05-18,572,-1
ALC,FCO,VY,2025-05-18,1117,-1
ALC,IBZ,VY,2025-05-18,247,-1
ALC,ORN,VY,2025-05-18,520,-1
ALC,ORY,VY,2025-05-18,480,-1
ALC,PMI,VY,2025-05-18,166,-1
ALG,BCN,VY,2025-05-18,982,-1
AMS,AGP,VY,2025-05-18,592,-1
AMS,ALC,VY,2025-05-18,329,-1
AMS,BCN,VY,2025-05-18,135,-1
AMS,BIO,VY,2025-05-18,390,-1
AMS,IBZ,VY,2025-05-18,863,-1
AMS,PMI,VY,2025-05-18,163,-1
AMS,SVQ,VY,2025-05-18,629,-1
AMS,VLC,VY,2025-05-18,1160,-1
ARN,BCN,VY,2025-05-18,721,-1
ATH,BCN,VY,2025-05-18,896,-1
BCN,AAL,VY,2025-05-18,638,-1
BCN,ACE,VY,2025-05-18,381,-1
BCN,AGP,VY,2025-05-18,705,-1
BCN,ALC,VY,2025-05-18,792,-1
BCN,ALG,VY,2025-05-18,1109,-1
BCN,AMS,VY,2025-05-18,480,-1
BCN,ARN,VY,2025-05-18,1128,-1
BCN,ATH,VY,2025-05-18,931,-1
BCN,BES,VY,2025-05-18,953,-1
BCN,BGO,VY,2025-05-18,516,-1
BCN,BIO,VY,2025-05-18,107,-1
BCN,BJL,VY,2025-05-18,789,-1
BCN,BLQ,VY,2025-05-18,531,-1
BCN,BOD,VY,2025-05-18,297,-1
BCN,BRI,VY,2025-05-18,542,-1
BCN,BRU,VY,2025-05-18,151,-1
BCN,CDG,VY,2025-05-18,240,-1
BCN,CMN,VY,2025-05-18,1163,-1
BCN,CPH,VY,2025-05-18,591,-1
BCN,CTA,VY,2025-05-18,735,-1
BCN,CWL,VY,2025-05-18,298,-1
BCN,DBV,VY,2025-05-18,992,-1
BCN,DKR,VY,2025-05-18,939,-1
BCN,DME,VY,2025-05-18,1143,-1
BCN,DRS,VY,2025-05-18,174,-1
BCN,DTM,VY,2025-05-18,892,-1
BCN,DUS,VY,2025-05-18,737,-1
BCN,EAS,VY,2025-05-18,137,-1
BCN,EDI,VY,2025-05-18,426,-1
BCN,FCO,VY,2025-05-18,1136,-1
BCN,FEZ,VY,2025-05-18,1053,-1
BCN,FLR,VY,2025-05-18,928,-1
BCN,FRA,VY,2025-05-18,313,-1
BCN,FUE,VY,2025-05-18,243,-1
BCN,GOA,VY,2025-05-18,1161,-1
BCN,GOT,VY,2025-05-18,232,-1
BCN,GRX,VY,2025-05-18,505,-1
BCN,HAJ,VY,2025-05-18,889,-1
BCN,HAM,VY,2025-05-18,784,-1
BCN,HEL,VY,2025-05-18,308,-1
BCN,IBZ,VY,2025-05-18,337,-1
BCN,IEV,VY,2025-05-18,445,-1
BCN,LCG,VY,2025-05-18,659,-1
BCN,LED,VY,2025-05-18,734,-1
BCN,LEI,VY,2025-05-18,185,-1
BCN,LEJ,VY,2025-05-18,494,-1
BCN,LGW,VY,2025-05-18,441,-1
BCN,LIL,VY,2025-05-18,1024,-1
BCN,LIS,VY,2025-05-18,1113,-1
BCN,LPA,VY,2025-05-18,1060,-1
BCN,LUX,VY,2025-05-18,982,-1
BCN,LYS,VY,2025-05-18,178,-1
BCN,MAD,VY,2025-05-18,511,-1
BCN,MAH,VY,2025-05-18,928,-1
BCN,MLA,VY,2025-05-18,466,-1
BCN,MRS,VY,2025-05-18,998,-1
BCN,MUC,VY,2025-05-18,1150,-1
BCN,MXP,VY,2025-05-18,551,-1
BCN,NAP,VY,2025-05-18,296,-1
BCN,NCE,VY,2025-05-18,124,-1
BCN,NDR,VY,2025-05-18,103,-1
BCN,NTE,VY,2025-05-18,747,-1
BCN,NUE,VY,2025-05-18,667,-1
BCN,OPO,VY,2025-05-18,873,-1
BCN,ORN,VY,2025-05-18,327,-1
BCN,ORY,VY,2025-05-18,1019,-1
BCN,OSL,VY,2025-05-18,886,-1
BCN,OTP,VY,2025-05-18,1024,-1
BCN,OVD,VY,2025-05-18,925,-1
BCN,PMI,VY,2025-05-18,578,-1
BCN,PMO,VY,2025-05-18,1107,-1
BCN,PRG,VY,2025-05-18,577,-1
BCN,PSA,VY,2025-05-18,1023,-1
BCN,RAK,VY,2025-05-18,863,-1
BCN,RNS,VY,2025-05-18,228,-1
BCN,SCQ,VY,2025-05-18,690,-1
BCN,SDR,VY,2025-05-18,409,-1
BCN,STR,VY,2025-05-18,610,-1
BCN,SVG,VY,2025-05-18,394,-1
BCN,SVQ,VY,2025-05-18,1081,-1
BCN,TFN,VY,2025-05-18,402,-1
BCN,TFS,VY,2025-05-18,344,-1
BCN,TLS,VY,2025-05-18,843,-1
BCN,TLV,VY,2025-05-18,760,-1
BCN,TNG,VY,2025-05-18,373,-1
BCN,TRN,VY,2025-05-18,746,-1
BCN,TXL,VY,2025-05-18,881,-1
BCN,VCE,VY,2025-05-18,798,-1
BCN,VGO,VY,2025-05-18,1153,-1
BCN,VIE,VY,2025-05-18,356,-1
BCN,VLL,VY,2025-05-18,1056,-1
BCN,WAW,VY,2025-05-18,651,-1
BCN,XRY,VY,2025-05-18,870,-1
BCN,ZAG,VY,2025-05-18,987,-1
BCN,ZRH,VY,2025-05-18,1082,-1
BES,BCN,VY,2025-05-18,1000,-1
